# Program:featureCounts v2.0.1; Command:"featureCounts" "-F" "SAF" "-O" "--fracOverlap" "0.2" "-T" "6" "-p" "--donotsort" "-a" "consensus_peaks.mLb.clN.saf" "-o" "consensus_peaks.mLb.clN.featureCounts.txt" "UBR-18_R1.mLb.clN.bam" "UVR-11_R1.mLb.clN.bam" "UVR-14_R1.mLb.clN.bam" "PDR-4_R1.mLb.clN.bam" "DME-4_R1.mLb.clN.bam" 
Geneid	Chr	Start	End	Strand	Length	UBR-18_R1.mLb.clN.bam	UVR-11_R1.mLb.clN.bam	UVR-14_R1.mLb.clN.bam	PDR-4_R1.mLb.clN.bam	DME-4_R1.mLb.clN.bam
Interval_409	chr1	16904519	16905243	+	725	133	74	86	78	32
Interval_410	chr1	17054018	17054334	+	317	86	49	43	65	43
Interval_411	chr1	18161109	18161311	+	203	7	6	3	7	5
Interval_412	chr1	18902458	18902974	+	517	83	48	48	55	35
Interval_413	chr1	18956567	18957023	+	457	51	49	31	42	26
Interval_414	chr1	19210006	19210597	+	592	45	44	28	37	23
Interval_415	chr1	19251496	19251816	+	321	24	28	17	25	20
Interval_416	chr1	19345685	19345876	+	192	18	6	1	2	3
Interval_417	chr1	19463310	19463498	+	189	13	5	12	24	6
Interval_418	chr1	19485582	19485956	+	375	34	27	21	33	7
Interval_419	chr1	19596705	19597723	+	1019	44	44	30	29	31
Interval_420	chr1	19688303	19688554	+	252	7	8	6	7	11
Interval_421	chr1	19882218	19882507	+	290	58	37	28	46	24
Interval_422	chr1	20507782	20508406	+	625	33	13	19	28	9
Interval_423	chr1	20661318	20661866	+	549	65	62	33	56	25
Interval_424	chr1	20786435	20787301	+	867	79	70	49	51	33
Interval_425	chr1	21176683	21177234	+	552	43	42	38	29	25
Interval_426	chr1	21294317	21294885	+	569	42	44	33	51	26
Interval_427	chr1	21334169	21334827	+	659	42	30	23	37	24
Interval_428	chr1	21782931	21783700	+	770	57	67	45	54	39
Interval_429	chr1	22019124	22019370	+	247	24	10	11	9	6
Interval_430	chr1	22024482	22025971	+	1490	86	56	52	96	49
Interval_431	chr1	22039727	22040257	+	531	67	48	26	54	32
Interval_432	chr1	22052572	22053031	+	460	33	33	19	37	15
Interval_433	chr1	22451727	22452322	+	596	49	38	39	47	18
Interval_434	chr1	22976377	22976592	+	216	7	9	3	4	2
Interval_435	chr1	23019297	23019782	+	486	27	27	15	30	11
Interval_436	chr1	23344296	23344814	+	519	55	64	39	53	30
Interval_437	chr1	23368204	23369154	+	951	141	117	83	100	58
Interval_438	chr1	23528168	23528370	+	203	13	11	6	9	8
Interval_439	chr1	23539842	23540023	+	182	15	19	13	6	7
Interval_440	chr1	23559438	23559688	+	251	23	15	10	12	9
Interval_441	chr1	23691670	23692021	+	352	17	18	25	20	17
Interval_442	chr1	23743062	23743548	+	487	17	25	13	15	8
Interval_443	chr1	23800755	23800941	+	187	34	22	15	28	9
Interval_444	chr1	23838391	23838648	+	258	22	11	8	21	7
Interval_445	chr1	23868108	23868666	+	559	37	31	14	30	14
Interval_446	chr1	23958992	23960068	+	1077	143	84	62	131	63
Interval_447	chr1	23980121	23980646	+	526	63	47	33	40	31
Interval_448	chr1	24322037	24322230	+	194	11	4	6	7	4
Interval_449	chr1	24324795	24324972	+	178	14	8	0	3	2
Interval_450	chr1	24415429	24415877	+	449	61	45	31	48	18
Interval_451	chr1	24502297	24502574	+	278	19	12	11	14	12
Interval_452	chr1	24535056	24535418	+	363	17	5	7	16	6
Interval_453	chr1	24642655	24643358	+	704	167	116	61	135	71
Interval_454	chr1	24744932	24745600	+	669	90	68	39	60	40
Interval_455	chr1	24848071	24848744	+	674	55	51	35	48	28
Interval_456	chr1	24910992	24911505	+	514	50	35	27	50	29
Interval_457	chr1	24930293	24930664	+	372	41	37	27	50	24
Interval_458	chr1	24965000	24965269	+	270	28	17	12	15	8
Interval_459	chr1	25022443	25023083	+	641	43	67	40	55	33
Interval_460	chr1	25032324	25032511	+	188	20	12	11	25	12
Interval_461	chr1	25065870	25066056	+	187	16	11	5	9	5
Interval_462	chr1	25232254	25232839	+	586	35	36	25	33	19
Interval_463	chr1	25239705	25240276	+	572	36	30	24	26	25
Interval_464	chr1	25247083	25247853	+	771	75	54	49	59	37
Interval_465	chr1	25267526	25268042	+	517	21	16	15	15	14
Interval_466	chr1	25337994	25338553	+	560	21	28	20	31	22
Interval_467	chr1	25430194	25431037	+	844	123	93	66	119	59
Interval_468	chr1	25774931	25775245	+	315	22	16	8	33	9
Interval_469	chr1	25819851	25820213	+	363	46	31	24	37	15
Interval_470	chr1	25895456	25895625	+	170	26	9	8	16	8
Interval_471	chr1	25905156	25905371	+	216	17	8	9	9	7
Interval_472	chr1	25990870	25991248	+	379	16	5	9	27	8
Interval_473	chr1	25998040	25998398	+	359	73	60	41	54	33
Interval_474	chr1	26111076	26111297	+	222	12	12	8	12	7
Interval_475	chr1	26111630	26111880	+	251	25	30	16	21	9
Interval_476	chr1	26126406	26126773	+	368	37	26	20	35	4
Interval_477	chr1	26169770	26169956	+	187	21	15	9	18	8
Interval_478	chr1	26233898	26234673	+	776	139	94	74	89	43
Interval_479	chr1	26284912	26285232	+	321	17	19	15	26	15
Interval_480	chr1	26306588	26306806	+	219	30	21	21	32	15
Interval_481	chr1	26336480	26336844	+	365	14	11	7	21	6
Interval_482	chr1	26378491	26378698	+	208	16	13	14	24	10
Interval_483	chr1	26432088	26432767	+	680	34	43	38	31	17
Interval_484	chr1	26472597	26473225	+	629	40	29	24	30	16
Interval_485	chr1	26500300	26501116	+	817	54	40	20	39	20
Interval_486	chr1	26541969	26542476	+	508	42	53	29	34	10
Interval_487	chr1	26545606	26545843	+	238	23	24	9	13	6
Interval_488	chr1	26620335	26621345	+	1011	70	70	36	58	37
Interval_489	chr1	26677480	26677731	+	252	15	21	7	8	6
Interval_490	chr1	26692417	26692620	+	204	20	16	4	18	7
Interval_491	chr1	26692943	26693226	+	284	25	12	19	16	12
Interval_492	chr1	26695547	26695948	+	402	47	29	27	40	10
Interval_493	chr1	26744103	26744377	+	275	36	16	15	27	11
Interval_494	chr1	26787370	26788359	+	990	44	51	33	54	43
Interval_495	chr1	26820872	26821199	+	328	23	21	5	21	7
Interval_496	chr1	26833636	26833870	+	235	12	19	20	32	8
Interval_497	chr1	26864821	26865326	+	506	59	36	37	56	23
Interval_498	chr1	26921348	26922031	+	684	56	46	35	60	24
Interval_499	chr1	27112052	27112300	+	249	16	27	15	12	9
Interval_500	chr1	27154785	27155540	+	756	61	44	28	42	30
Interval_501	chr1	27234243	27234778	+	536	75	59	53	74	39
Interval_502	chr1	27322040	27322523	+	484	74	51	36	55	27
Interval_503	chr1	27341736	27342011	+	276	10	10	12	19	7
Interval_504	chr1	27342208	27342632	+	425	21	17	13	15	10
Interval_505	chr1	27392398	27392577	+	180	29	20	16	14	6
Interval_506	chr1	27489950	27490588	+	639	54	50	37	69	31
Interval_507	chr1	27568504	27568836	+	333	29	27	18	29	13
Interval_508	chr1	27672172	27672565	+	394	39	27	12	30	16
Interval_509	chr1	27725582	27726033	+	452	100	83	54	88	38
Interval_510	chr1	27772797	27773354	+	558	79	38	56	65	29
Interval_511	chr1	27830700	27831032	+	333	17	23	10	20	10
Interval_512	chr1	27862955	27863253	+	299	14	9	4	11	5
Interval_513	chr1	27914355	27915049	+	695	64	40	35	59	30
Interval_514	chr1	27959688	27960186	+	499	29	24	22	34	16
Interval_515	chr1	28088389	28088822	+	434	54	36	31	48	18
Interval_516	chr1	28235922	28236341	+	420	51	44	30	47	15
Interval_517	chr1	28246958	28247630	+	673	87	73	43	92	43
Interval_518	chr1	28259270	28259849	+	580	60	31	36	59	33
Interval_519	chr1	28328750	28329245	+	496	33	30	32	20	25
Interval_520	chr1	28369567	28370016	+	450	19	29	9	18	7
Interval_521	chr1	28505798	28506253	+	456	51	28	35	46	22
Interval_522	chr1	28518201	28518479	+	279	15	14	11	15	1
Interval_523	chr1	28552654	28553287	+	634	62	59	41	46	34
Interval_524	chr1	28581574	28582012	+	439	50	26	15	23	15
Interval_525	chr1	28642984	28643423	+	440	36	44	29	35	8
Interval_526	chr1	28648199	28649191	+	993	113	78	60	99	29
Interval_527	chr1	28736558	28737228	+	671	50	49	54	42	30
Interval_528	chr1	28914217	28914716	+	500	26	18	28	44	12
Interval_529	chr1	29181492	29182194	+	703	83	50	37	57	34
Interval_530	chr1	29230884	29231243	+	360	26	25	17	23	6
Interval_531	chr1	30191373	30191637	+	265	18	7	5	18	23
Interval_532	chr1	30718126	30718421	+	296	65	50	41	60	32
Interval_533	chr1	30718688	30719153	+	466	51	31	19	33	21
Interval_534	chr1	30756683	30757051	+	369	26	36	14	21	9
Interval_535	chr1	30782481	30782844	+	364	7	8	6	14	5
Interval_536	chr1	31065455	31065962	+	508	48	35	20	41	30
Interval_537	chr1	31190516	31190794	+	279	14	4	3	6	2
Interval_538	chr1	31296538	31297351	+	814	102	80	51	86	47
Interval_539	chr1	31341955	31342258	+	304	5	3	6	12	4
Interval_540	chr1	31431815	31432148	+	334	62	32	16	22	5
Interval_541	chr1	31644543	31645263	+	721	53	52	53	57	43
Interval_542	chr1	31788257	31788645	+	389	15	29	16	16	11
Interval_543	chr1	31889382	31889612	+	231	13	14	9	10	5
Interval_544	chr1	31938386	31938624	+	239	34	15	13	15	9
Interval_545	chr1	31944130	31944356	+	227	8	6	4	13	1
Interval_546	chr1	32013499	32014071	+	573	76	48	65	48	39
Interval_547	chr1	32072618	32073226	+	609	64	45	38	61	32
Interval_548	chr1	32107928	32108379	+	452	30	22	17	22	18
Interval_549	chr1	32179541	32180157	+	617	37	42	26	21	23
Interval_550	chr1	32200535	32200795	+	261	6	6	6	8	12
Interval_551	chr1	32222276	32222457	+	182	12	16	11	22	8
Interval_552	chr1	32291849	32292281	+	433	55	47	32	50	32
Interval_553	chr1	32351221	32351746	+	526	37	26	34	40	22
Interval_554	chr1	32394197	32394861	+	665	103	72	62	84	44
Interval_555	chr1	32650419	32651478	+	1060	147	82	68	122	81
Interval_556	chr1	32817174	32817803	+	630	68	65	49	56	28
Interval_557	chr1	32964800	32965050	+	251	40	28	16	32	20
Interval_558	chr1	32981393	32981725	+	333	11	9	10	14	4
Interval_559	chr1	33036784	33037100	+	317	47	34	24	34	24
Interval_560	chr1	33080992	33081192	+	201	24	15	11	18	21
Interval_561	chr1	33127047	33127684	+	638	81	58	39	79	43
Interval_562	chr1	33220452	33220675	+	224	2	5	8	6	1
Interval_563	chr1	33350015	33350415	+	401	18	29	19	13	15
Interval_564	chr1	33472377	33472575	+	199	32	12	15	20	9
Interval_565	chr1	33782068	33782387	+	320	5	4	13	5	3
Interval_566	chr1	34852762	34852932	+	171	28	20	10	24	12
Interval_567	chr1	34859685	34860063	+	379	23	33	18	24	17
Interval_568	chr1	34985216	34985581	+	366	35	15	9	17	9
Interval_569	chr1	35031380	35032049	+	670	25	27	22	27	30
Interval_570	chr1	35079182	35079601	+	420	19	15	15	16	11
Interval_571	chr1	35192933	35193401	+	469	73	48	28	50	33
Interval_572	chr1	35268684	35268996	+	313	13	21	6	11	7
Interval_573	chr1	35506007	35506248	+	242	5	2	6	10	5
Interval_574	chr1	35557168	35557922	+	755	59	57	36	49	44
Interval_575	chr1	35641340	35641765	+	426	24	17	24	24	6
Interval_576	chr1	35769477	35770108	+	632	69	53	36	39	29
Interval_577	chr1	35882921	35883251	+	331	51	38	31	34	7
Interval_578	chr1	35930972	35931497	+	526	35	26	22	35	15
Interval_579	chr1	36088752	36089098	+	347	27	32	11	22	12
Interval_580	chr1	36099853	36100114	+	262	11	5	6	9	5
Interval_581	chr1	36149282	36149785	+	504	91	80	56	96	47
Interval_582	chr1	36223746	36224699	+	954	148	109	78	132	79
Interval_583	chr1	36306784	36307168	+	385	33	31	23	24	15
Interval_584	chr1	36374519	36374764	+	246	19	15	11	14	4
Interval_585	chr1	36385638	36386716	+	1079	143	107	80	104	51
Interval_586	chr1	36400933	36401322	+	390	23	11	17	14	7
Interval_587	chr1	36464322	36464711	+	390	36	32	34	35	11
Interval_588	chr1	36925549	36925808	+	260	0	8	2	14	5
Interval_589	chr1	37114350	37114533	+	184	5	4	4	8	2
Interval_590	chr1	37140234	37140471	+	238	12	5	2	3	1
Interval_591	chr1	37170837	37171055	+	219	10	12	3	1	0
Interval_592	chr1	37479962	37480204	+	243	15	11	3	8	6
Interval_593	chr1	37514615	37515256	+	642	40	21	25	23	13
Interval_594	chr1	37595805	37596236	+	432	47	35	17	17	25
Interval_595	chr1	37690497	37690684	+	188	31	22	15	21	6
Interval_596	chr1	37692125	37692665	+	541	101	76	43	62	26
Interval_597	chr1	37731196	37731495	+	300	15	8	1	5	2
Interval_598	chr1	37859377	37860297	+	921	73	43	49	62	39
Interval_599	chr1	37931727	37932007	+	281	63	38	22	51	14
Interval_600	chr1	37989812	37990229	+	418	30	23	16	29	22
Interval_601	chr1	38012397	38012965	+	569	65	47	34	48	22
Interval_602	chr1	38205568	38205789	+	222	5	1	9	3	3
Interval_603	chr1	38326612	38326842	+	231	8	6	1	11	1
Interval_604	chr1	38756976	38757168	+	193	4	1	10	1	0
Interval_605	chr1	38801634	38801841	+	208	5	11	1	3	3
Interval_606	chr1	38859695	38860220	+	526	68	45	60	65	46
Interval_607	chr1	38873219	38873739	+	521	65	44	31	48	29
Interval_608	chr1	38977964	38978162	+	199	12	5	4	9	4
Interval_609	chr1	38990894	38991309	+	416	31	19	17	21	25
Interval_610	chr1	39026264	39026527	+	264	8	5	22	11	9
Interval_611	chr1	39183844	39184181	+	338	11	10	9	21	5
Interval_612	chr1	39204868	39205427	+	560	14	18	10	22	3
Interval_613	chr1	39408748	39409086	+	339	21	20	10	18	15
Interval_614	chr1	39540668	39541031	+	364	17	14	10	5	6
Interval_615	chr1	39691425	39691713	+	289	17	19	21	23	12
Interval_616	chr1	39799182	39799946	+	765	51	36	28	48	16
Interval_617	chr1	39817336	39817529	+	194	15	10	13	4	6
Interval_618	chr1	39883363	39883589	+	227	15	13	16	18	10
Interval_619	chr1	40040210	40040912	+	703	96	61	47	74	43
Interval_620	chr1	40097199	40097618	+	420	17	14	10	18	10
Interval_621	chr1	40161079	40161697	+	619	34	34	21	33	24
Interval_622	chr1	40257698	40258367	+	670	66	61	45	43	37
Interval_623	chr1	40373466	40373920	+	455	27	22	24	24	8
Interval_624	chr1	40385680	40386149	+	470	46	29	28	47	14
Interval_625	chr1	40449925	40450311	+	387	13	24	18	14	14
Interval_626	chr1	40508629	40508998	+	370	18	13	8	17	8
Interval_627	chr1	40531465	40531842	+	378	17	34	10	34	13
Interval_628	chr1	40665532	40665776	+	245	6	10	5	17	10
Interval_629	chr1	40691502	40692334	+	833	58	52	51	52	33
Interval_630	chr1	40708886	40709321	+	436	44	26	27	35	28
Interval_631	chr1	40818439	40818842	+	404	28	13	17	23	20
Interval_632	chr1	40862143	40862879	+	737	66	57	30	49	26
Interval_633	chr1	40979604	40980010	+	407	44	47	31	46	34
Interval_634	chr1	41003725	41004025	+	301	24	38	23	17	11
Interval_635	chr1	41271302	41271473	+	172	11	4	5	0	1
Interval_636	chr1	41361045	41361410	+	366	47	44	24	30	22
Interval_637	chr1	41699273	41699608	+	336	3	6	8	10	4
Interval_638	chr1	41727087	41727351	+	265	8	16	11	11	5
Interval_639	chr1	41751919	41752286	+	368	7	22	12	7	6
Interval_640	chr1	41802959	41803215	+	257	12	17	9	16	5
Interval_641	chr1	41891508	41891721	+	214	20	8	6	12	7
Interval_642	chr1	41916208	41916482	+	275	7	2	6	22	11
Interval_643	chr1	41919876	41920286	+	411	28	23	13	31	14
Interval_644	chr1	42035938	42036147	+	210	42	25	18	19	12
Interval_645	chr1	42334973	42335400	+	428	49	19	19	31	16
Interval_646	chr1	42456246	42456970	+	725	55	39	26	36	22
Interval_647	chr1	42463027	42463324	+	298	50	38	33	46	24
Interval_648	chr1	42658043	42658596	+	554	64	44	30	34	24
Interval_649	chr1	42681905	42682507	+	603	99	57	45	72	30
Interval_650	chr1	42766929	42767692	+	764	117	86	66	98	58
Interval_651	chr1	42816828	42817432	+	605	53	28	37	31	15
Interval_652	chr1	42846363	42846756	+	394	47	31	26	36	29
Interval_653	chr1	42924108	42924658	+	551	59	34	31	41	30
Interval_654	chr1	42932015	42932370	+	356	14	21	15	32	11
Interval_655	chr1	42958660	42959278	+	619	78	45	40	47	36
Interval_656	chr1	43349302	43349609	+	308	29	28	12	10	7
Interval_657	chr1	43358787	43358990	+	204	32	28	29	32	20
Interval_658	chr1	43368086	43368478	+	393	29	15	15	28	14
Interval_659	chr1	43389776	43390168	+	393	30	26	10	14	10
Interval_660	chr1	43649828	43650169	+	342	92	63	56	75	41
Interval_661	chr1	43650355	43650594	+	240	33	27	26	18	15
Interval_662	chr1	43707319	43707570	+	252	40	25	21	24	11
Interval_663	chr1	43946382	43947086	+	705	62	55	37	68	32
Interval_664	chr1	43969800	43970342	+	543	42	38	26	46	16
Interval_665	chr1	43974650	43975311	+	662	45	37	25	34	23
Interval_666	chr1	44029840	44030325	+	486	34	18	22	22	13
Interval_667	chr1	44213167	44213733	+	567	34	14	18	23	14
Interval_668	chr1	44355069	44355452	+	384	44	41	28	37	17
Interval_669	chr1	44405178	44405386	+	209	15	8	2	2	1
Interval_670	chr1	44460664	44460842	+	179	11	4	1	2	4
Interval_671	chr1	44674132	44674719	+	588	129	124	74	113	95
Interval_672	chr1	44721362	44722170	+	809	67	28	32	35	13
Interval_673	chr1	44730597	44731515	+	919	73	49	27	70	20
Interval_674	chr1	44739474	44739819	+	346	28	30	22	19	9
Interval_675	chr1	44775437	44776070	+	634	38	29	24	31	17
Interval_676	chr1	44799841	44800513	+	673	128	93	67	103	45
Interval_677	chr1	44809610	44809820	+	211	11	19	10	25	6
Interval_678	chr1	44819577	44820216	+	640	65	34	30	34	13
Interval_679	chr1	44986212	44986831	+	620	44	33	25	30	27
Interval_680	chr1	45303539	45304196	+	658	87	55	36	71	32
Interval_681	chr1	45339673	45340541	+	869	55	37	31	55	34
Interval_682	chr1	45393828	45394044	+	217	8	11	0	5	5
Interval_683	chr1	45490956	45491626	+	671	98	59	43	90	68
Interval_684	chr1	45500013	45500359	+	347	86	57	62	102	44
Interval_685	chr1	45521564	45522237	+	674	33	29	30	34	17
Interval_686	chr1	45550662	45551240	+	579	46	36	22	20	21
Interval_687	chr1	45583384	45584166	+	783	83	59	46	81	36
Interval_688	chr1	45686271	45687575	+	1305	167	108	88	166	83
Interval_689	chr1	45750324	45750936	+	613	66	53	36	48	31
Interval_690	chr1	46033847	46034066	+	220	11	5	3	3	2
Interval_691	chr1	46132682	46133488	+	807	59	62	25	52	43
Interval_692	chr1	46247185	46247731	+	547	76	45	39	40	34
Interval_693	chr1	46303181	46303697	+	517	57	39	47	49	37
Interval_694	chr1	46340665	46341206	+	542	34	35	33	28	15
Interval_695	chr1	46402431	46402663	+	233	7	11	5	4	0
Interval_696	chr1	46595074	46595388	+	315	2	17	5	5	2
Interval_697	chr1	46604037	46604416	+	380	48	37	27	36	24
Interval_698	chr1	46616717	46616961	+	245	8	14	17	8	2
Interval_699	chr1	46718942	46719460	+	519	74	39	47	61	28
Interval_700	chr1	47235512	47235818	+	307	1	16	3	5	3
Interval_701	chr1	47314121	47314512	+	392	86	52	40	45	32
Interval_702	chr1	47333941	47334531	+	591	27	21	21	16	17
Interval_703	chr1	47437590	47438026	+	437	43	41	35	50	22
Interval_704	chr1	47577936	47578254	+	319	8	6	11	4	3
Interval_705	chr1	47827233	47827474	+	242	3	14	4	6	3
Interval_706	chr1	48471911	48472310	+	400	42	29	20	23	10
Interval_707	chr1	48793440	48793634	+	195	1	4	1	9	1
Interval_708	chr1	49331281	49331471	+	191	9	5	1	2	3
Interval_709	chr1	49837148	49837437	+	290	6	10	6	9	4
Interval_710	chr1	50261199	50261558	+	360	18	3	4	1	1
Interval_711	chr1	50960004	50960583	+	580	60	47	40	46	25
Interval_712	chr1	50968140	50968947	+	808	56	40	38	53	34
Interval_713	chr1	51235993	51236488	+	496	64	47	29	46	18
Interval_714	chr1	51617045	51617360	+	316	32	27	13	24	17
Interval_715	chr1	51729326	51729791	+	466	47	39	25	40	22
Interval_716	chr1	51878529	51879262	+	734	104	100	63	82	51
Interval_717	chr1	52033614	52033920	+	307	19	18	21	27	10
Interval_718	chr1	52056066	52056616	+	551	52	33	32	43	26
Interval_719	chr1	52366059	52366612	+	554	104	74	58	98	51
Interval_720	chr1	52403888	52404851	+	964	70	49	50	67	31
Interval_721	chr1	52552316	52552561	+	246	6	8	2	6	12
Interval_722	chr1	52553459	52553747	+	289	16	11	17	19	13
Interval_723	chr1	52637324	52637600	+	277	16	20	8	18	9
Interval_724	chr1	52703038	52703492	+	455	52	51	38	41	32
Interval_725	chr1	52726407	52726691	+	285	20	15	17	12	11
Interval_726	chr1	52842659	52843069	+	411	12	13	5	20	4
Interval_727	chr1	52921459	52921831	+	373	22	18	24	14	9
Interval_728	chr1	52927280	52927691	+	412	16	17	22	10	11
Interval_729	chr1	53014848	53015075	+	228	27	7	11	13	8
Interval_730	chr1	53196406	53197156	+	751	39	51	21	29	24
Interval_731	chr1	53220296	53220710	+	415	39	46	28	47	22
Interval_732	chr1	53238491	53238783	+	293	35	16	17	16	13
Interval_733	chr1	53326100	53326633	+	534	60	40	26	47	18
Interval_734	chr1	53838127	53838698	+	572	80	46	44	72	39
Interval_735	chr1	53945421	53946505	+	1085	145	125	66	110	58
Interval_736	chr1	54052958	54053694	+	737	179	129	85	154	75
Interval_737	chr1	54199987	54200422	+	436	54	42	34	42	23
Interval_738	chr1	54489538	54489794	+	257	23	8	4	9	6
Interval_739	chr1	54715515	54716032	+	518	34	24	19	28	23
Interval_740	chr1	54764528	54764880	+	353	100	66	47	81	29
Interval_741	chr1	54807266	54807584	+	319	22	12	4	17	8
Interval_742	chr1	54886965	54887345	+	381	28	22	15	13	11
Interval_743	chr1	55215131	55215680	+	550	36	25	17	35	13
Interval_744	chr1	55469055	55469284	+	230	4	12	3	3	0
Interval_745	chr1	55855737	55855963	+	227	8	5	1	4	8
Interval_746	chr1	55938290	55938485	+	196	11	11	5	6	2
Interval_747	chr1	55938640	55939094	+	455	11	26	9	8	5
Interval_748	chr1	56340234	56340443	+	210	2	6	8	1	1
Interval_749	chr1	56516590	56517046	+	457	5	19	8	7	9
Interval_750	chr1	56717447	56717652	+	206	5	4	8	3	2
Interval_751	chr1	56826159	56826336	+	178	11	3	1	5	2
Interval_752	chr1	57307415	57307910	+	496	33	22	13	56	23
Interval_753	chr1	57682791	57683214	+	424	10	15	2	15	4
Interval_754	chr1	57790662	57790878	+	217	12	5	2	4	3
Interval_755	chr1	58392193	58392385	+	193	18	8	5	11	3
Interval_756	chr1	58546107	58546926	+	820	104	99	70	92	51
Interval_757	chr1	58607034	58607302	+	269	2	5	5	11	3
Interval_758	chr1	58699850	58700230	+	381	36	40	21	36	25
Interval_759	chr1	58783670	58784676	+	1007	211	175	88	187	98
Interval_760	chr1	58903514	58903971	+	458	30	30	16	27	17
Interval_761	chr1	58941922	58942180	+	259	11	16	13	12	11
Interval_762	chr1	59296450	59297107	+	658	101	98	65	114	45
Interval_763	chr1	59759409	59759603	+	195	8	11	10	3	2
Interval_764	chr1	59814591	59815187	+	597	52	36	26	50	12
Interval_765	chr1	61039074	61039273	+	200	3	4	10	2	1
Interval_766	chr1	61050010	61050417	+	408	26	20	18	25	26
Interval_767	chr1	61076907	61077241	+	335	24	30	30	43	13
Interval_768	chr1	61077964	61078183	+	220	23	25	13	29	11
Interval_769	chr1	61724952	61725511	+	560	38	23	29	32	19
Interval_770	chr1	61742436	61742667	+	232	12	7	5	12	4
Interval_771	chr1	62051415	62051588	+	174	10	5	4	2	3
Interval_772	chr1	62436181	62437044	+	864	217	173	105	205	85
Interval_773	chr1	62783733	62784253	+	521	87	68	47	87	28
Interval_774	chr1	62945892	62946100	+	209	1	1	12	4	2
Interval_775	chr1	63152737	63152922	+	186	4	2	1	7	2
Interval_776	chr1	63367313	63367917	+	605	43	66	31	32	18
Interval_777	chr1	63441596	63441806	+	211	8	8	2	7	3
Interval_778	chr1	63523112	63523851	+	740	44	33	19	32	23
Interval_779	chr1	63593513	63594550	+	1038	76	50	39	82	31
Interval_780	chr1	63756206	63756377	+	172	9	3	1	3	2
Interval_781	chr1	64356227	64356431	+	205	11	4	2	4	1
Interval_782	chr1	64864166	64864363	+	198	16	12	11	21	12
Interval_783	chr1	64898007	64898212	+	206	2	2	12	3	2
Interval_784	chr1	64956715	64956954	+	240	12	6	5	8	5
Interval_785	chr1	64966009	64966679	+	671	41	36	17	46	16
Interval_786	chr1	65002441	65002872	+	432	17	12	7	15	8
Interval_787	chr1	65066745	65067144	+	400	35	29	17	16	8
Interval_788	chr1	65262012	65262285	+	274	3	6	2	2	7
Interval_789	chr1	65420234	65420910	+	677	144	105	92	148	63
Interval_790	chr1	66335993	66336431	+	439	35	44	24	37	17
Interval_791	chr1	66351844	66352208	+	365	17	11	12	22	6
Interval_792	chr1	66752273	66752849	+	577	21	17	12	13	7
Interval_793	chr1	66924692	66925386	+	695	105	77	73	98	70
Interval_794	chr1	66929915	66930552	+	638	64	65	34	50	37
Interval_795	chr1	66995808	66996306	+	499	9	21	6	11	7
Interval_796	chr1	67053801	67054545	+	745	41	43	25	34	18
Interval_797	chr1	67194575	67195070	+	496	14	9	13	42	11
Interval_798	chr1	67333114	67333362	+	249	20	10	7	29	11
Interval_799	chr1	67430033	67431135	+	1103	150	79	83	168	89
Interval_800	chr1	67685017	67685903	+	887	135	114	68	138	86
Interval_801	chr1	68496865	68497358	+	494	31	21	15	23	19
Interval_802	chr1	69029486	69029796	+	311	7	14	6	8	2
Interval_803	chr1	70101902	70102106	+	205	8	2	4	10	1
