chr	start	end	Naive-B	Naive-T	CM	NK	memory-B	cDC	CD8T
chr1	46070354	46070854	0.995	0.0994					
chr4	184684774	184685274	0.9742	0.2048	0.0945				
chr2	122753313	122753813	1.0						
chr16	23556073	23556573	1.0						
chr9	83472703	83473203	0.9918	0.128					
chr2	68352573	68353073	1.0						
chr2	28355490	28355990	1.0						
chr8	91040665	91041165	1.0						
chr1	15949546	15950046	1.0						
chr16	50270760	50271260	1.0						
chr6	81814080	81814580	1.0						
chr9	21831989	21832489	1.0						
chr11	60498747	60499247	0.92	0.392					
chr1	21782101	21782601	1.0						
chr4	47484996	47485496	1.0						
chr1	59316773	59317273	0.9539	0.3002					
chr6	148987926	148988426	0.8674	0.4976					
chr12	54289451	54289951	0.3239	0.8958	0.3042				
chr7	26089414	26089914	0.8791	0.4766					
chr6	129685526	129686026	1.0						
chr2	216492223	216492723	1.0						
chr7	5522948	5523448	1.0						
chr12	116320082	116320582	1.0						
chr11	45102755	45103255	0.9467	0.3223					
chr10	132629167	132629667	1.0						
chr3	43246872	43247372	1.0						
chr1	174008886	174009386	0.9316	0.3636					
chr10	117226762	117227262	1.0						
chr1	20588619	20589119	0.9951	0.0993					
chr15	70072468	70072968	1.0						
chr17	68398917	68399417	1.0						
chr18	63290805	63291305	1.0						
chr2	196267967	196268467	0.9816	0.1908					
chr11	108895781	108896281	1.0						
chr1	77476430	77476930	1.0						
chr5	95973982	95974482	1.0						
chr1	65170374	65170874	1.0						
chr17	80938564	80939064	1.0						
chr10	31136978	31137478	1.0						
chr14	77347689	77348189	1.0						
chr3	99895238	99895738	0.966	0.2279	0.1219				
chr9	32348341	32348841	1.0						
chr3	183115986	183116486	0.7712	0.6366					
chr12	106301717	106302217	1.0						
chr7	74266526	74267026	1.0						
chr18	55509967	55510467	0.7455	0.6665					
chr11	64814573	64815073	1.0						
chr1	222288019	222288519	0.6355	0.7721					
chr14	20179823	20180323	1.0						
chr10	17464471	17464971	1.0						
chr3	72375556	72376056	0.9886	0.1509					
chr6	146582833	146583333	1.0						
chr17	5242314	5242814	0.8338	0.5521					
chr4	152460480	152460980	0.9892	0.1463					
chr10	13831754	13832254	0.8904	0.4551					
chrX	53266804	53267304	0.9645	0.2641					
chr12	104751529	104752029	0.7687	0.6282	0.1203				
chr13	100129581	100130081	1.0						
chr9	134268391	134268891	0.999	0.0457					
chr4	80010243	80010743	1.0						
chr5	157540781	157541281	0.6732	0.7337	0.0672	0.0632			
chr2	27959410	27959910	0.9973	0.0738					
chr13	50811053	50811553	0.8252	0.5422	0.1582				
chr22	31221777	31222277	1.0						
chr6	71124213	71124713	1.0						
chr8	85835899	85836399	1.0						
chr3	186534775	186535275	1.0						
chr2	231362132	231362632	1.0						
chr5	133935157	133935657	0.9136	0.4065					
chr6	88641423	88641923	0.8834	0.4216	0.2044				
chr2	27010740	27011240	0.9911	0.1331					
chr5	154978214	154978714	1.0						
chr2	216477618	216478118	1.0						
chr22	31879873	31880373	1.0						
chr1	21761001	21761501	0.8215	0.5702					
chr18	3256697	3257197	1.0						
chr15	94258176	94258676	0.8559	0.5171					
chr12	112906725	112907225	0.9842	0.1772					
chr7	107038181	107038681	1.0						
chr2	40431488	40431988	1.0						
chr3	182710547	182711047	1.0						
chr4	121009518	121010018	1.0						
chr13	29905756	29906256	1.0						
chr2	11858809	11859309	0.9874	0.158					
chr16	11797174	11797674	1.0						
chr12	96409654	96410154	1.0						
chr17	49404253	49404753	1.0						
chr5	132301875	132302375	1.0						
chr15	89132803	89133303	0.9021	0.4302	0.0327				
chr5	172740716	172741216	0.9937	0.1117					
chr4	184667922	184668422	1.0						
chr8	130206309	130206809	1.0						
chr1	84572981	84573481	1.0						
chr7	134613819	134614319	1.0						
chr16	81497691	81498191	0.9908	0.1356					
chr18	77092343	77092843	1.0						
chr1	55128480	55128980	1.0						
chr19	43692341	43692841	1.0						
chr7	88218750	88219250	1.0						
chr9	81610270	81610770	0.9632	0.2345	0.1316				
chr10	121157906	121158406	1.0						
chr20	43941822	43942322	0.9904	0.138					
chr1	75726810	75727310	1.0						
chr21	18460909	18461409	0.9376	0.3476					
chr3	124829629	124830129	0.996	0.0778	0.0436				
chr6	110811144	110811644	0.8171	0.5766					
chr19	8577223	8577723	1.0						
chr1	157787433	157787933	1.0						
chr6	147067173	147067673	1.0						
chr19	56538864	56539364	1.0						
chr19	11377090	11377590	1.0						
chr6	81752545	81753045	1.0						
chr3	196624337	196624837	0.9989	0.0286	0.0383				
chr3	17340658	17341158	1.0						
chr1	20787835	20788335	1.0						
chr17	68232772	68233272	1.0						
chr4	156505200	156505700	1.0						
chr16	23959417	23959917	0.9832	0.1827					
chr5	135215221	135215721	1.0						
chr7	81208918	81209418	1.0						
chr7	90629247	90629747	1.0						
chr15	75699470	75699970	1.0						
chr9	77848870	77849370	1.0						
chr9	129073373	129073873	1.0						
chr13	24214494	24214994	1.0						
chr18	32868391	32868891	0.9207	0.3902					
chr4	163815695	163816195	1.0						
chr19	54740090	54740590	1.0						
chr1	26537966	26538466	0.9902	0.1376	0.0244				
chr2	85500159	85500659	1.0						
chr5	96440057	96440557	0.8231	0.5679					
chr5	147482427	147482927	0.9683	0.2496					
chr2	74862313	74862813	1.0						
chr5	36690266	36690766	1.0						
chr2	226971706	226972206	1.0						
chr5	145835132	145835632	0.9984	0.0396	0.0398				
chr10	72593866	72594366	1.0						
chr3	170056729	170057229	1.0						
chr10	127977525	127978025	0.9855	0.1695					
chr16	22216839	22217339	1.0						
chr3	188442442	188442942	1.0						
chr2	79083805	79084305	1.0						
chr16	85535385	85535885	0.9248	0.3804					
chr2	156331791	156332291	1.0						
chr6	111989752	111990252	1.0						
chr8	128948710	128949210	0.9932	0.1166					
chr8	125181536	125182036	0.9741	0.226					
chr1	165629113	165629613	1.0						
chr6	20454161	20454661	1.0						
chr6	161079532	161080032	1.0						
chr12	69334139	69334639	1.0						
chr14	50926675	50927175	0.991	0.1342					
chr5	132357882	132358382	0.6787	0.7344					
chr16	13997827	13998327	0.8379	0.5458					
chr19	14614058	14614558	0.493	0.8645	0.0808	0.056			
chr15	101207799	101208299	1.0						
chr1	59692488	59692988	0.9958	0.092					
chr5	151522169	151522669	1.0						
chr8	63200007	63200507	0.9934	0.1151					
chr7	115980116	115980616	1.0						
chr19	11296619	11297119	0.9826	0.1858					
chr1	23559321	23559821	1.0						
chr6	30776489	30776989	1.0						
chr6	139326956	139327456	0.9422	0.3352					
chr2	134718946	134719446	1.0						
chr14	55713444	55713944	0.983	0.1836					
chr6	142355732	142356232	1.0						
chr8	133498435	133498935	1.0						
chr8	85176826	85177326	0.9088	0.4172					
chr16	17343699	17344199	1.0						
chr10	47261063	47261563	0.6424	0.7664					
chr2	48111638	48112138	0.9984	0.057					
chr6	111939917	111940417	0.9899	0.1416					
chr17	36196710	36197210	1.0						
chr12	57756014	57756514	1.0						
chr4	80437965	80438465	1.0						
chr6	45417350	45417850	1.0						
chr6	137258046	137258546	0.9984	0.0559					
chr20	38196495	38196995	0.9876	0.1571					
chr20	62891031	62891531	1.0						
chr2	110846484	110846984	1.0						
chr3	112539783	112540283	1.0						
chr20	19759666	19760166	1.0						
chr17	534031	534531	0.9945	0.1001	0.0312				
chr6	79233731	79234231	1.0						
chr2	64899747	64900247	1.0						
chr7	18521896	18522396	1.0						
chr7	29109927	29110427	0.9982	0.0417	0.0429				
chr7	112084546	112085046	1.0						
chr6	11713876	11714376	1.0						
chr8	143454554	143455054	1.0						
chr1	160629228	160629728	0.909	0.4168					
chr2	108608925	108609425	1.0						
chr21	34801090	34801590	1.0						
chr17	2083608	2084108	0.999	0.0342	0.0286				
chr17	34242537	34243037	0.9911	0.1334					
chr16	23847913	23848413	1.0						
chr9	91085455	91085955	1.0						
chr1	192175988	192176488	1.0						
chr8	118499114	118499614	1.0						
chr10	12333584	12334084	0.9978	0.0657					
chr1	153773428	153773928	0.9991	0.0414					
chr17	58333668	58334168	1.0						
chr17	42702366	42702866	1.0						
chr5	132656775	132657275	1.0						
chr1	13713510	13714010	1.0						
chr19	49306680	49307180	1.0						
chr16	66520722	66521222	0.995	0.0999					
chr2	110101408	110101908	1.0						
chr1	206673109	206673609	0.9917	0.1289					
chr10	20617397	20617897	1.0						
chr1	21284739	21285239	1.0						
chr5	58545875	58546375	1.0						
chr10	132510970	132511470	1.0						
chr1	166903166	166903666	1.0						
chr8	30092764	30093264	1.0						
chr17	57636957	57637457	1.0						
chr6	135030116	135030616	1.0						
chr1	207156051	207156551	1.0						
chr10	62080140	62080640	0.8511	0.5225	0.0514				
chr20	4766597	4767097	0.9922	0.1211	0.0303				
chr1	72635654	72636154	1.0						
chr22	37701346	37701846	1.0						
chr8	29065491	29065991	0.9844	0.1757					
chr3	43692078	43692578	1.0						
chr2	241772079	241772579	1.0						
chr19	1087701	1088201	0.994	0.1081	0.0175				
chr9	99628799	99629299	1.0						
chr22	46044713	46045213	1.0						
chr2	201253128	201253628	1.0						
chr4	11860935	11861435	1.0						
chr12	31586635	31587135	0.6477	0.7619					
chr6	87716901	87717401	0.9903	0.1387					
chr18	46001034	46001534	1.0						
chr4	2935984	2936484	1.0						
chr7	33649959	33650459	1.0						
chr4	99857265	99857765	1.0						
chr7	30249269	30249769	0.9857	0.164	0.0383				
chr1	94237371	94237871	1.0						
chr18	24465468	24465968	0.9768	0.214					
chr1	3666187	3666687	0.7737	0.6335					
chr17	81395090	81395590	0.9988	0.0379	0.0296				
chr9	136239829	136240329	0.7879	0.6157					
chr5	172115595	172116095	0.9978	0.0659					
chr16	85944661	85945161	1.0						
chr12	89856338	89856838	0.9986	0.0531					
chr20	47415283	47415783	0.8763	0.4818					
chr1	150548828	150549328	1.0						
chr8	55914221	55914721	1.0						
chr17	51258678	51259178	0.4731	0.881					
chr2	88869717	88870217	1.0						
chr10	96700631	96701131	0.8499	0.525	0.045				
chr3	72953479	72953979	1.0						
chr5	32230367	32230867	0.996	0.0486	0.0744				
chr1	169802854	169803354	1.0						
chr21	29395356	29395856	1.0						
chr6	2793474	2793974	1.0						
chr22	41922636	41923136	1.0						
chr2	207484668	207485168	0.8754	0.4834					
chr10	11665032	11665532	1.0						
chr4	85556254	85556754	1.0						
chr1	45543788	45544288	1.0						
chr10	47206624	47207124	1.0						
chrX	23817227	23817727	0.7409	0.6605	0.1218				
chr11	30326332	30326832	0.9885	0.1512					
chr4	52843934	52844434	0.9981	0.0519	0.0344				
chr7	106263005	106263505	1.0						
chr16	530347	530847	1.0						
chr22	23820676	23821176	1.0						
chr5	66701186	66701686	1.0						
chr13	66831287	66831787	1.0						
chr16	89352301	89352801	1.0						
chr3	66644469	66644969	0.492	0.8706					
chr14	102552034	102552534	1.0						
chr10	70602598	70603098	0.9545	0.2981					
chr22	23086767	23087267	1.0						
chr8	117957674	117958174	1.0						
chr13	50370253	50370753	0.7081	0.6941	0.1298				
chr13	27446867	27447367	0.907	0.4212					
chr7	43889515	43890015	1.0						
chr3	156576928	156577428	0.9738	0.2276					
chr18	51009094	51009594	1.0						
chr4	36348553	36349053	1.0						
chr1	23533158	23533658	0.9987	0.0325	0.038				
chr3	12170123	12170623	1.0						
chr1	31781425	31781925	1.0						
chr20	20691041	20691541	0.9938	0.1109					
chr21	39003755	39004255	1.0						
chr1	206962318	206962818	0.9869	0.1479	0.0643				
chr9	78694992	78695492	1.0						
chr11	64772498	64772998	1.0						
chr1	107590849	107591349	0.4639	0.8859					
chr11	114185355	114185855	0.9954	0.0963					
chr12	64730118	64730618	1.0						
chr15	73924200	73924700	1.0						
chr11	3544840	3545340	1.0						
chr5	169647520	169648020	0.9873	0.1592					
chr7	90772387	90772887	0.91	0.4147					
chr2	85693558	85694058	1.0						
chr13	48265203	48265703	0.8766	0.4812					
chr9	5841741	5842241	1.0						
chr10	12448692	12449192	1.0						
chr4	8435169	8435669	1.0						
chr7	3461862	3462362	1.0						
chr15	75104786	75105286	0.9988	0.0294	0.0382				
chr4	36323762	36324262	0.989	0.1477					
chr10	100192312	100192812	1.0						
chr19	7670040	7670540	1.0						
chr2	96619038	96619538	1.0						
chr15	85443460	85443960	0.9618	0.2737					
chr1	69911269	69911769	0.9896	0.1382	0.039				
chr1	155005004	155005504	1.0						
chr13	80444240	80444740	1.0						
chr6	36248186	36248686	0.9778	0.1974	0.0708				
chr15	38134206	38134706	1.0						
chr1	234330124	234330624	1.0						
chr6	129894871	129895371	1.0						
chr15	59185799	59186299	0.9885	0.1509					
chr9	68708479	68708979	1.0						
chr4	138973158	138973658	1.0						
chr8	117443272	117443772	0.9916	0.1291					
chr20	9988992	9989492	0.9991	0.0428					
chr3	57060339	57060839	0.9993	0.0378					
chr16	1488575	1489075	1.0						
chr11	1796441	1796941	1.0						
chr2	203763803	203764303	1.0						
chr3	186686397	186686897	1.0						
chr22	24401869	24402369	1.0						
chr8	127187727	127188227	1.0						
chr8	60911635	60912135	1.0						
chr2	219578735	219579235	1.0						
chr15	70266707	70267207	0.9994	0.0218	0.0277				
chr7	36743297	36743797	0.9947	0.1025					
chr2	70506059	70506559	1.0						
chr17	64075080	64075580	1.0						
chr9	5851424	5851924	1.0						
chr7	135666820	135667320	0.9408	0.339					
chr9	31542366	31542866	1.0						
chr2	70656618	70657118	1.0						
chr1	84450823	84451323	1.0						
chr1	226739205	226739705	1.0						
chr8	124728303	124728803	0.7962	0.5965	0.1015				
chr8	85463774	85464274	1.0						
chr8	93493417	93493917	1.0						
chr1	70929082	70929582	1.0						
chr18	48228215	48228715	1.0						
chr1	235851872	235852372	1.0						
chr1	56249190	56249690	0.9925	0.1219					
chr13	43057510	43058010	1.0						
chr17	1644275	1644775	1.0						
chr8	10691141	10691641	1.0						
chr18	25518670	25519170	0.9873	0.1588					
chr10	93573041	93573541	0.9963	0.0618	0.0605				
chr15	39629339	39629839	1.0						
chr5	36693041	36693541	0.4864	0.8588	0.1612				
chr11	104843094	104843594	1.0						
chr1	213871122	213871622	1.0						
chr5	56589425	56589925	1.0						
chr6	32607576	32608076	1.0						
chr13	24923227	24923727	1.0						
chr2	9548423	9548923	1.0						
chr6	139764363	139764863	1.0						
chr11	122663790	122664290	1.0						
chr12	68559869	68560369	0.9938	0.1108					
chr22	29310985	29311485	0.9996	0.0235	0.0182				
chr12	81942538	81943038	1.0						
chr3	171954603	171955103	1.0						
chr8	18747812	18748312	0.9978	0.0426	0.0507				
chr1	153806281	153806781	1.0						
chr1	92975493	92975993	0.8243	0.5584	0.0936				
chr15	98648157	98648657	1.0						
chr5	119427507	119428007	0.985	0.1726					
chr2	3562952	3563452	1.0						
chr19	13832877	13833377	1.0						
chr16	68117831	68118331	1.0						
chr16	81816691	81817191	0.9972	0.075					
chr20	62716272	62716772	1.0						
chr7	100444972	100445472	1.0						
chr1	198788565	198789065	1.0						
chr13	113758492	113758992	0.8053	0.5685	0.1462	0.0837			
chr10	119029179	119029679	1.0						
chr3	127299212	127299712	0.9937	0.1124					
chr9	132383463	132383963	0.8823	0.4706					
chr1	243267466	243267966	0.9988	0.0487					
chr14	68519744	68520244	1.0						
chr16	20901372	20901872	0.9944	0.1052					
chr10	88851670	88852170	1.0						
chr14	23180054	23180554	1.0						
chr20	63541915	63542415	1.0						
chr1	178278098	178278598	1.0						
chr12	124651757	124652257	1.0						
chr20	4989444	4989944	1.0						
chr11	116912959	116913459	0.9893	0.1458					
chr22	25054768	25055268	1.0						
chr19	5132180	5132680	0.6294	0.7771					
chr13	41488104	41488604	1.0						
chr1	161176742	161177242	1.0						
chr19	49357163	49357663	1.0						
chr1	110641660	110642160	1.0						
chr3	128603714	128604214	1.0						
chr6	31920699	31921199	1.0						
chr9	136564527	136565027	0.9985	0.0548					
chr17	44389186	44389686	1.0						
chr2	60351724	60352224	0.9692	0.2462					
chr20	25585030	25585530	1.0						
chr13	42497768	42498268	1.0						
chr16	14405867	14406367	1.0						
chr3	183044493	183044993	1.0						
chr6	40148816	40149316	0.9205	0.3907					
chr5	40571720	40572220	1.0						
chr14	102389193	102389693	1.0						
chr8	41579053	41579553	1.0						
chr9	136270260	136270760	0.4707	0.8823					
chr20	24960757	24961257	0.9422	0.3352					
chr5	140575335	140575835	1.0						
chr2	7004591	7005091	0.9883	0.1522					
chr9	121351215	121351715	1.0						
chrX	37783219	37783719	1.0						
chr8	130247541	130248041	0.8945	0.4471					
chr1	147611062	147611562	1.0						
chr4	145487576	145488076	1.0						
chr13	95564858	95565358	0.9955	0.0945					
chr5	157030643	157031143	1.0						
chr9	127980352	127980852	1.0						
chr6	16494727	16495227	1.0						
chr1	17281766	17282266	0.9939	0.1072	0.0277				
chr9	96655110	96655610	1.0						
chr17	80471850	80472350	1.0						
chr1	200184168	200184668	1.0						
chr6	63571470	63571970	1.0						
chr19	35318981	35319481	1.0						
chr16	23506565	23507065	0.8878	0.4603					
chr1	26122124	26122624	1.0						
chr2	439504	440004	1.0						
chr5	132460082	132460582	0.9913	0.1301	0.0221				
chr5	56156508	56157008	1.0						
chr16	30469423	30469923	1.0						
chr5	143605271	143605771	0.9978	0.0659					
chr1	173050769	173051269	1.0						
chr10	7484411	7484911	1.0						
chr9	37386878	37387378	1.0						
chr1	8969897	8970397	1.0						
chr9	3434553	3435053	1.0						
chr1	75261920	75262420	1.0						
chrX	120035960	120036460	0.9007	0.3113	0.303				
chr5	36442340	36442840	1.0						
chr12	94644013	94644513	1.0						
chr2	106137886	106138386	1.0						
chr14	70881753	70882253	0.998	0.0625					
chr10	7185305	7185805	1.0						
chr20	64077025	64077525	0.9897	0.1432					
chr1	160236738	160237238	1.0						
chr5	79107007	79107507	1.0						
chr5	72301516	72302016	1.0						
chr7	47475089	47475589	0.9991	0.0323	0.0282				
chr16	81774240	81774740	1.0						
chr10	43451978	43452478	0.8662	0.4996					
chr7	80726649	80727149	1.0						
chr14	68757554	68758054	0.9997	0.0245					
chr16	84994064	84994564	1.0						
chr8	41651405	41651905	0.9941	0.1088					
chr13	49620124	49620624	0.937	0.3494					
chr21	44654010	44654510	0.9654	0.2609					
chr6	20424738	20425238	1.0						
chr8	42288916	42289416	1.0						
chr17	615134	615634	1.0						
chr17	78709002	78709502	1.0						
chr10	35372336	35372836	0.985	0.1725					
chr1	58738874	58739374	1.0						
chr3	187944807	187945307	1.0						
chr6	163698050	163698550	1.0						
chr6	44618241	44618741	0.9881	0.1538					
chr1	114490149	114490649	1.0						
chr21	43922060	43922560	1.0						
chr13	46404458	46404958	0.9897	0.1431					
chr12	123083587	123084087	0.8047	0.5937					
chr1	1216960	1217460	1.0						
chr19	15844449	15844949	1.0						
chr7	150434983	150435483	0.7213	0.6263	0.2958				
chr6	33018801	33019301	0.6602	0.7477	0.0655	0.028			
chr19	8418021	8418521	1.0						
chr11	65422597	65423097	0.9955	0.0944					
chr12	26846308	26846808	1.0						
chr10	88042667	88043167	1.0						
chr1	22031557	22032057	1.0						
chr5	163396892	163397392	1.0						
